longitude,latitude,sea_temperature
-67.85,9.46,0.0
-67.85,9.71,0.0
-67.85,9.96,0.0
-67.85,10.21,0.0
-67.85,10.46,26.536177
-67.85,10.71,26.853861
-67.85,10.96,26.899124
-67.85,11.21,27.047554
-67.85,11.46,27.32443
-67.85,11.71,27.513308
-67.85,11.96,27.627068
-67.85,12.21,27.659571
-67.85,12.46,27.701702
-67.6,-4.29,0.0
-67.6,-4.04,0.0
-67.6,-3.79,0.0
-67.6,-3.54,0.0
-67.6,-3.29,0.0
-67.6,-3.04,0.0
-67.6,-2.79,0.0
-67.6,-2.54,0.0
-67.6,-2.29,0.0
-67.6,-2.04,0.0
-67.6,-1.79,0.0
-67.6,-1.54,0.0
-67.6,-1.29,0.0
-67.6,-1.04,0.0
-67.6,-0.79,0.0
-67.6,-0.54,0.0
-67.6,-0.29,0.0
-67.6,-0.04,0.0
-67.6,0.21,0.0
-67.6,0.46,0.0
-67.6,0.71,0.0
-67.6,0.96,0.0
-67.6,1.21,0.0
-67.6,1.46,0.0
-67.6,1.71,0.0
-67.6,1.96,0.0
-67.6,2.21,0.0
-67.6,2.46,0.0
-67.6,2.71,0.0
-67.6,2.96,0.0
-67.6,3.21,0.0
-67.6,3.46,0.0
-67.6,3.71,0.0
-67.6,3.96,0.0
-67.6,4.21,0.0
-67.6,4.46,0.0
-67.6,4.71,0.0
-67.6,4.96,0.0
-67.6,5.21,0.0
-67.6,5.46,0.0
-67.6,5.71,0.0
-67.6,5.96,0.0
-67.6,6.21,0.0
-67.6,6.46,0.0
-67.6,6.71,0.0
-67.6,6.96,0.0
-67.6,7.21,0.0
-67.6,7.46,0.0
-67.6,7.71,0.0
-67.6,7.96,0.0
-67.6,8.21,0.0
-67.6,8.46,0.0
-67.6,8.71,0.0
-67.6,8.96,0.0
-67.6,9.21,0.0
-67.6,9.46,0.0
-67.6,9.71,0.0
-67.6,9.96,0.0
-67.6,10.21,0.0
-67.6,10.46,25.8612
-67.6,10.71,26.552427
-67.6,10.96,26.683161
-67.6,11.21,26.831711
-67.6,11.46,27.132784
-67.6,11.71,27.414354
-67.6,11.96,27.589991
-67.6,12.21,27.658005
-67.6,12.46,27.697008
-67.35,-4.29,0.0
-67.35,-4.04,0.0
-67.35,-3.79,0.0
-67.35,-3.54,0.0
-67.35,-3.29,0.0
-67.35,-3.04,0.0
-67.35,-2.79,0.0
-67.35,-2.54,0.0
-67.35,-2.29,0.0
-67.35,-2.04,0.0
-67.35,-1.79,0.0
-67.35,-1.54,0.0
-67.35,-1.29,0.0
-67.35,-1.04,0.0
-67.35,-0.79,0.0
-67.35,-0.54,0.0
-67.35,-0.29,0.0
-67.35,-0.04,0.0
-67.35,0.21,0.0
-67.35,0.46,0.0
-67.35,0.71,0.0
-67.35,0.96,0.0
-67.35,1.21,0.0
-67.35,1.46,0.0
-67.35,1.71,0.0
-67.35,1.96,0.0
-67.35,2.21,0.0
-67.35,2.46,0.0
-67.35,2.71,0.0
-67.35,2.96,0.0
-67.35,3.21,0.0
-67.35,3.46,0.0
-67.35,3.71,0.0
-67.35,3.96,0.0
-67.35,4.21,0.0
-67.35,4.46,0.0
-67.35,4.71,0.0
-67.35,4.96,0.0
-67.35,5.21,0.0
-67.35,5.46,0.0
-67.35,5.71,0.0
-67.35,5.96,0.0
-67.35,6.21,0.0
-67.35,6.46,0.0
-67.35,6.71,0.0
-67.35,6.96,0.0
-67.35,7.21,0.0
-67.35,7.46,0.0
-67.35,7.71,0.0
-67.35,7.96,0.0
-67.35,8.21,0.0
-67.35,8.46,0.0
-67.35,8.71,0.0
-67.35,8.96,0.0
-67.35,9.21,0.0
-67.35,9.46,0.0
-67.35,9.71,0.0
-67.35,9.96,0.0
-67.35,10.21,0.0
-67.35,10.46,0.0
-67.35,10.71,26.447697
-67.35,10.96,26.607321
-67.35,11.21,26.729267
-67.35,11.46,26.921515
-67.35,11.71,27.236551
-67.35,11.96,27.520773
-67.35,12.21,27.643559
-67.35,12.46,27.606121
-67.1,-4.29,0.0
-67.1,-4.04,0.0
-67.1,-3.79,0.0
-67.1,-3.54,0.0
-67.1,-3.29,0.0
-67.1,-3.04,0.0
-67.1,-2.79,0.0
-67.1,-2.54,0.0
-67.1,-2.29,0.0
-67.1,-2.04,0.0
-67.1,-1.79,0.0
-67.1,-1.54,0.0
-67.1,-1.29,0.0
-67.1,-1.04,0.0
-67.1,-0.79,0.0
-67.1,-0.54,0.0
-67.1,-0.29,0.0
-67.1,-0.04,0.0
-67.1,0.21,0.0
-67.1,0.46,0.0
-67.1,0.71,0.0
-67.1,0.96,0.0
-67.1,1.21,0.0
-67.1,1.46,0.0
-67.1,1.71,0.0
-67.1,1.96,0.0
-67.1,2.21,0.0
-67.1,2.46,0.0
-67.1,2.71,0.0
-67.1,2.96,0.0
-67.1,3.21,0.0
-67.1,3.46,0.0
-67.1,3.71,0.0
-67.1,3.96,0.0
-67.1,4.21,0.0
-67.1,4.46,0.0
-67.1,4.71,0.0
-67.1,4.96,0.0
-67.1,5.21,0.0
-67.1,5.46,0.0
-67.1,5.71,0.0
-67.1,5.96,0.0
-67.1,6.21,0.0
-67.1,6.46,0.0
-67.1,6.71,0.0
-67.1,6.96,0.0
-67.1,7.21,0.0
-67.1,7.46,0.0
-67.1,7.71,0.0
-67.1,7.96,0.0
-67.1,8.21,0.0
-67.1,8.46,0.0
-67.1,8.71,0.0
-67.1,8.96,0.0
-67.1,9.21,0.0
-67.1,9.46,0.0
-67.1,9.71,0.0
-67.1,9.96,0.0
-67.1,10.21,0.0
-67.1,10.46,0.0
-67.1,10.71,26.18611
-67.1,10.96,26.530157
-67.1,11.21,26.651743
-67.1,11.46,26.759483
-67.1,11.71,27.068981
-67.1,11.96,27.302158
-67.1,12.21,27.498741
-67.1,12.46,27.395817
-66.85,-4.29,0.0
-66.85,-4.04,0.0
-66.85,-3.79,0.0
-66.85,-3.54,0.0
-66.85,-3.29,0.0
-66.85,-3.04,0.0
-66.85,-2.79,0.0
-66.85,-2.54,0.0
-66.85,-2.29,0.0
-66.85,-2.04,0.0
-66.85,-1.79,0.0
-66.85,-1.54,0.0
-66.85,-1.29,0.0
-66.85,-1.04,0.0
-66.85,-0.79,0.0
-66.85,-0.54,0.0
-66.85,-0.29,0.0
-66.85,-0.04,0.0
-66.85,0.21,0.0
-66.85,0.46,0.0
-66.85,0.71,0.0
-66.85,0.96,0.0
-66.85,1.21,0.0
-66.85,1.46,0.0
-66.85,1.71,0.0
-66.85,1.96,0.0
-66.85,2.21,0.0
-66.85,2.46,0.0
-66.85,2.71,0.0
-66.85,2.96,0.0
-66.85,3.21,0.0
-66.85,3.46,0.0
-66.85,3.71,0.0
-66.85,3.96,0.0
-66.85,4.21,0.0
-66.85,4.46,0.0
-66.85,4.71,0.0
-66.85,4.96,0.0
-66.85,5.21,0.0
-66.85,5.46,0.0
-66.85,5.71,0.0
-66.85,5.96,0.0
-66.85,6.21,0.0
-66.85,6.46,0.0
-66.85,6.71,0.0
-66.85,6.96,0.0
-66.85,7.21,0.0
-66.85,7.46,0.0
-66.85,7.71,0.0
-66.85,7.96,0.0
-66.85,8.21,0.0
-66.85,8.46,0.0
-66.85,8.71,0.0
-66.85,8.96,0.0
-66.85,9.21,0.0
-66.85,9.46,0.0
-66.85,9.71,0.0
-66.85,9.96,0.0
-66.85,10.21,0.0
-66.85,10.46,0.0
-66.85,10.71,25.989767
-66.85,10.96,26.57205
-66.85,11.21,26.662457
-66.85,11.46,26.656677
-66.85,11.71,26.997597
-66.85,11.96,27.044424
-66.85,12.21,27.249071
-66.85,12.46,27.292891
-66.6,-4.29,0.0
-66.6,-4.04,0.0
-66.6,-3.79,0.0
-66.6,-3.54,0.0
-66.6,-3.29,0.0
-66.6,-3.04,0.0
-66.6,-2.79,0.0
-66.6,-2.54,0.0
-66.6,-2.29,0.0
-66.6,-2.04,0.0
-66.6,-1.79,0.0
-66.6,-1.54,0.0
-66.6,-1.29,0.0
-66.6,-1.04,0.0
-66.6,-0.79,0.0
-66.6,-0.54,0.0
-66.6,-0.29,0.0
-66.6,-0.04,0.0
-66.6,0.21,0.0
-66.6,0.46,0.0
-66.6,0.71,0.0
-66.6,0.96,0.0
-66.6,1.21,0.0
-66.6,1.46,0.0
-66.6,1.71,0.0
-66.6,1.96,0.0
-66.6,2.21,0.0
-66.6,2.46,0.0
-66.6,2.71,0.0
-66.6,2.96,0.0
-66.6,3.21,0.0
-66.6,3.46,0.0
-66.6,3.71,0.0
-66.6,3.96,0.0
-66.6,4.21,0.0
-66.6,4.46,0.0
-66.6,4.71,0.0
-66.6,4.96,0.0
-66.6,5.21,0.0
-66.6,5.46,0.0
-66.6,5.71,0.0
-66.6,5.96,0.0
-66.6,6.21,0.0
-66.6,6.46,0.0
-66.6,6.71,0.0
-66.6,6.96,0.0
-66.6,7.21,0.0
-66.6,7.46,0.0
-66.6,7.71,0.0
-66.6,7.96,0.0
-66.6,8.21,0.0
-66.6,8.46,0.0
-66.6,8.71,0.0
-66.6,8.96,0.0
-66.6,9.21,0.0
-66.6,9.46,0.0
-66.6,9.71,0.0
-66.6,9.96,0.0
-66.6,10.21,0.0
-66.6,10.46,0.0
-66.6,10.71,25.917059
-66.6,10.96,26.545807
-66.6,11.21,26.646324
-66.6,11.46,26.616711
-66.6,11.71,26.953417
-66.6,11.96,26.957148
-66.6,12.21,27.106421
-66.6,12.46,27.208141
