DN,geometry
2,"POLYGON ((-76.60135539664557 1.692372027651163, -76.60135539664557 1.678674423186047, -76.58765779218353 1.678674423186047, -76.58765779218353 1.692372027651163, -76.60135539664557 1.692372027651163))"
4,"POLYGON ((-76.40958893417721 1.692372027651163, -76.40958893417721 1.678674423186047, -76.39589132971518 1.678674423186047, -76.39589132971518 1.692372027651163, -76.40958893417721 1.692372027651163))"
5,"POLYGON ((-76.95749311265823 1.856743281232558, -76.95749311265823 1.843045676767442, -76.97119071712025 1.843045676767442, -76.97119071712025 1.829348072302326, -76.95749311265823 1.829348072302326, -76.95749311265823 1.801952863372093, -76.97119071712025 1.801952863372093, -76.97119071712025 1.815650467837209, -76.9985859260443 1.815650467837209, -76.9985859260443 1.801952863372093, -77.03967873943037 1.801952863372093, -77.03967873943037 1.788255258906977, -77.0533763438924 1.788255258906977, -77.0533763438924 1.774557654441861, -77.08077155281646 1.774557654441861, -77.08077155281646 1.747162445511628, -77.09446915727848 1.747162445511628, -77.09446915727848 1.706069632116279, -77.1081667617405 1.706069632116279, -77.1081667617405 1.692372027651163, -77.12186436620253 1.692372027651163, -77.12186436620253 1.678674423186047, -77.13556197066455 1.678674423186047, -77.13556197066455 1.692372027651163, -77.14925957512658 1.692372027651163, -77.14925957512658 1.66497681872093, -77.06707394835443 1.66497681872093, -77.06707394835443 1.692372027651163, -77.0533763438924 1.692372027651163, -77.0533763438924 1.706069632116279, -77.06707394835443 1.706069632116279, -77.06707394835443 1.760860049976744, -77.0533763438924 1.760860049976744, -77.0533763438924 1.747162445511628, -77.03967873943037 1.747162445511628, -77.03967873943037 1.760860049976744, -77.02598113496835 1.760860049976744, -77.02598113496835 1.788255258906977, -76.9437955081962 1.788255258906977, -76.9437955081962 1.801952863372093, -76.91640029927215 1.801952863372093, -76.91640029927215 1.815650467837209, -76.9437955081962 1.815650467837209, -76.9437955081962 1.856743281232558, -76.95749311265823 1.856743281232558))"
6,"POLYGON ((-77.29993322420886 1.678674423186047, -77.29993322420886 1.66497681872093, -77.28623561974683 1.66497681872093, -77.28623561974683 1.678674423186047, -77.29993322420886 1.678674423186047))"
7,"POLYGON ((-76.98488832158228 2.295066624116279, -76.98488832158228 2.253973810720931, -76.9985859260443 2.253973810720931, -76.9985859260443 2.226578601790698, -77.01228353050632 2.226578601790698, -77.01228353050632 2.240276206255814, -77.02598113496835 2.240276206255814, -77.02598113496835 2.226578601790698, -77.03967873943037 2.226578601790698, -77.03967873943037 2.240276206255814, -77.0533763438924 2.240276206255814, -77.0533763438924 2.226578601790698, -77.06707394835443 2.226578601790698, -77.06707394835443 2.199183392860465, -77.08077155281646 2.199183392860465, -77.08077155281646 2.158090579465116, -77.06707394835443 2.158090579465116, -77.06707394835443 2.171788183930233, -77.03967873943037 2.171788183930233, -77.03967873943037 2.199183392860465, -77.02598113496835 2.199183392860465, -77.02598113496835 2.171788183930233, -76.9985859260443 2.171788183930233, -76.9985859260443 2.158090579465116, -77.01228353050632 2.158090579465116, -77.01228353050632 2.116997766069768, -77.02598113496835 2.116997766069768, -77.02598113496835 2.089602557139535, -77.03967873943037 2.089602557139535, -77.03967873943037 2.075904952674419, -77.0533763438924 2.075904952674419, -77.0533763438924 2.062207348209302, -77.06707394835443 2.062207348209302, -77.06707394835443 2.048509743744186, -77.08077155281646 2.048509743744186, -77.08077155281646 2.03481213927907, -77.09446915727848 2.03481213927907, -77.09446915727848 2.021114534813954, -77.1081667617405 2.021114534813954, -77.1081667617405 2.007416930348837, -77.14925957512658 2.007416930348837, -77.14925957512658 1.993719325883721, -77.13556197066455 1.993719325883721, -77.13556197066455 1.966324116953488, -77.12186436620253 1.966324116953488, -77.12186436620253 1.952626512488372, -77.14925957512658 1.952626512488372, -77.14925957512658 1.92523130355814, -77.1629571795886 1.92523130355814, -77.1629571795886 1.911533699093023, -77.19035238851265 1.911533699093023, -77.19035238851265 1.92523130355814, -77.2177475974367 1.92523130355814, -77.2177475974367 1.911533699093023, -77.23144520189874 1.911533699093023, -77.23144520189874 1.884138490162791, -77.24514280636076 1.884138490162791, -77.24514280636076 1.870440885697675, -77.27253801528481 1.870440885697675, -77.27253801528481 1.843045676767442, -77.28623561974683 1.843045676767442, -77.28623561974683 1.815650467837209, -77.29993322420886 1.815650467837209, -77.29993322420886 1.801952863372093, -77.27253801528481 1.801952863372093, -77.27253801528481 1.788255258906977, -77.29993322420886 1.788255258906977, -77.29993322420886 1.733464841046512, -77.31363082867088 1.733464841046512, -77.31363082867088 1.706069632116279, -77.3273284331329 1.706069632116279, -77.3273284331329 1.678674423186047, -77.28623561974683 1.678674423186047, -77.28623561974683 1.66497681872093, -77.24514280636076 1.66497681872093, -77.24514280636076 1.651279214255814, -77.23144520189874 1.651279214255814, -77.23144520189874 1.66497681872093, -77.20404999297467 1.66497681872093, -77.20404999297467 1.678674423186047, -77.1629571795886 1.678674423186047, -77.1629571795886 1.706069632116279, -77.19035238851265 1.706069632116279, -77.19035238851265 1.692372027651163, -77.2177475974367 1.692372027651163, -77.2177475974367 1.706069632116279, -77.24514280636076 1.706069632116279, -77.24514280636076 1.678674423186047, -77.25884041082278 1.678674423186047, -77.25884041082278 1.706069632116279, -77.27253801528481 1.706069632116279, -77.27253801528481 1.692372027651163, -77.28623561974683 1.692372027651163, -77.28623561974683 1.733464841046512, -77.25884041082278 1.733464841046512, -77.25884041082278 1.719767236581395, -77.24514280636076 1.719767236581395, -77.24514280636076 1.747162445511628, -77.23144520189874 1.747162445511628, -77.23144520189874 1.760860049976744, -77.2177475974367 1.760860049976744, -77.2177475974367 1.774557654441861, -77.20404999297467 1.774557654441861, -77.20404999297467 1.747162445511628, -77.19035238851265 1.747162445511628, -77.19035238851265 1.774557654441861, -77.17665478405063 1.774557654441861, -77.17665478405063 1.760860049976744, -77.1629571795886 1.760860049976744, -77.1629571795886 1.801952863372093, -77.17665478405063 1.801952863372093, -77.17665478405063 1.788255258906977, -77.19035238851265 1.788255258906977, -77.19035238851265 1.815650467837209, -77.17665478405063 1.815650467837209, -77.17665478405063 1.829348072302326, -77.2177475974367 1.829348072302326, -77.2177475974367 1.815650467837209, -77.23144520189874 1.815650467837209, -77.23144520189874 1.829348072302326, -77.24514280636076 1.829348072302326, -77.24514280636076 1.843045676767442, -77.20404999297467 1.843045676767442, -77.20404999297467 1.870440885697675, -77.19035238851265 1.870440885697675, -77.19035238851265 1.884138490162791, -77.1629571795886 1.884138490162791, -77.1629571795886 1.870440885697675, -77.14925957512658 1.870440885697675, -77.14925957512658 1.856743281232558, -77.13556197066455 1.856743281232558, -77.13556197066455 1.884138490162791, -77.12186436620253 1.884138490162791, -77.12186436620253 1.870440885697675, -77.1081667617405 1.870440885697675, -77.1081667617405 1.856743281232558, -77.12186436620253 1.856743281232558, -77.12186436620253 1.801952863372093, -77.06707394835443 1.801952863372093, -77.06707394835443 1.843045676767442, -77.0533763438924 1.843045676767442, -77.0533763438924 1.856743281232558, -77.02598113496835 1.856743281232558, -77.02598113496835 1.897836094627907, -77.01228353050632 1.897836094627907, -77.01228353050632 1.92523130355814, -76.9985859260443 1.92523130355814, -76.9985859260443 1.952626512488372, -76.98488832158228 1.952626512488372, -76.98488832158228 1.966324116953488, -76.97119071712025 1.966324116953488, -76.97119071712025 2.007416930348837, -76.98488832158228 2.007416930348837, -76.98488832158228 2.048509743744186, -76.9437955081962 2.048509743744186, -76.9437955081962 2.062207348209302, -76.97119071712025 2.062207348209302, -76.97119071712025 2.075904952674419, -76.95749311265823 2.075904952674419, -76.95749311265823 2.089602557139535, -76.9437955081962 2.089602557139535, -76.9437955081962 2.103300161604651, -76.93009790373418 2.103300161604651, -76.93009790373418 2.116997766069768, -76.91640029927215 2.116997766069768, -76.91640029927215 2.144392975, -76.93009790373418 2.144392975, -76.93009790373418 2.130695370534884, -76.97119071712025 2.130695370534884, -76.97119071712025 2.158090579465116, -76.95749311265823 2.158090579465116, -76.95749311265823 2.171788183930233, -76.9437955081962 2.171788183930233, -76.9437955081962 2.226578601790698, -76.93009790373418 2.226578601790698, -76.93009790373418 2.253973810720931, -76.91640029927215 2.253973810720931, -76.91640029927215 2.267671415186046, -76.90270269481012 2.267671415186046, -76.90270269481012 2.281369019651163, -76.88900509034809 2.281369019651163, -76.88900509034809 2.295066624116279, -76.91640029927215 2.295066624116279, -76.91640029927215 2.281369019651163, -76.93009790373418 2.281369019651163, -76.93009790373418 2.295066624116279, -76.9437955081962 2.295066624116279, -76.9437955081962 2.281369019651163, -76.97119071712025 2.281369019651163, -76.97119071712025 2.295066624116279, -76.98488832158228 2.295066624116279), (-77.12186436620253 1.952626512488372, -77.1081667617405 1.952626512488372, -77.1081667617405 1.938928908023256, -77.12186436620253 1.938928908023256, -77.12186436620253 1.952626512488372), (-77.27253801528481 1.815650467837209, -77.25884041082278 1.815650467837209, -77.25884041082278 1.801952863372093, -77.27253801528481 1.801952863372093, -77.27253801528481 1.815650467837209), (-77.28623561974683 1.774557654441861, -77.27253801528481 1.774557654441861, -77.27253801528481 1.760860049976744, -77.28623561974683 1.760860049976744, -77.28623561974683 1.774557654441861))"
3,"POLYGON ((-76.75202904572784 1.66497681872093, -76.75202904572784 1.651279214255814, -76.73833144126581 1.651279214255814, -76.73833144126581 1.66497681872093, -76.75202904572784 1.66497681872093))"
5,"POLYGON ((-76.53286737433544 1.66497681872093, -76.53286737433544 1.651279214255814, -76.51916976987341 1.651279214255814, -76.51916976987341 1.66497681872093, -76.53286737433544 1.66497681872093))"
4,"POLYGON ((-76.56026258325949 1.788255258906977, -76.56026258325949 1.760860049976744, -76.57396018772151 1.760860049976744, -76.57396018772151 1.774557654441861, -76.58765779218353 1.774557654441861, -76.58765779218353 1.747162445511628, -76.60135539664557 1.747162445511628, -76.60135539664557 1.733464841046512, -76.6150530011076 1.733464841046512, -76.6150530011076 1.706069632116279, -76.60135539664557 1.706069632116279, -76.60135539664557 1.719767236581395, -76.58765779218353 1.719767236581395, -76.58765779218353 1.733464841046512, -76.57396018772151 1.733464841046512, -76.57396018772151 1.678674423186047, -76.56026258325949 1.678674423186047, -76.56026258325949 1.66497681872093, -76.57396018772151 1.66497681872093, -76.57396018772151 1.637581609790698, -76.56026258325949 1.637581609790698, -76.56026258325949 1.651279214255814, -76.53286737433544 1.651279214255814, -76.53286737433544 1.66497681872093, -76.51916976987341 1.66497681872093, -76.51916976987341 1.706069632116279, -76.54656497879746 1.706069632116279, -76.54656497879746 1.719767236581395, -76.53286737433544 1.719767236581395, -76.53286737433544 1.733464841046512, -76.54656497879746 1.733464841046512, -76.54656497879746 1.788255258906977, -76.56026258325949 1.788255258906977))"
2,"POLYGON ((-76.75202904572784 1.651279214255814, -76.75202904572784 1.637581609790698, -76.73833144126581 1.637581609790698, -76.73833144126581 1.651279214255814, -76.75202904572784 1.651279214255814))"
4,"POLYGON ((-76.51916976987341 1.66497681872093, -76.51916976987341 1.651279214255814, -76.53286737433544 1.651279214255814, -76.53286737433544 1.610186400860465, -76.51916976987341 1.610186400860465, -76.51916976987341 1.637581609790698, -76.49177456094937 1.637581609790698, -76.49177456094937 1.651279214255814, -76.50547216541139 1.651279214255814, -76.50547216541139 1.66497681872093, -76.51916976987341 1.66497681872093))"
4,"POLYGON ((-76.2452176806329 1.623884005325581, -76.2452176806329 1.610186400860465, -76.21782247170886 1.610186400860465, -76.21782247170886 1.623884005325581, -76.2452176806329 1.623884005325581))"
4,"POLYGON ((-76.43698414310126 1.66497681872093, -76.43698414310126 1.637581609790698, -76.4506817475633 1.637581609790698, -76.4506817475633 1.623884005325581, -76.47807695648734 1.623884005325581, -76.47807695648734 1.610186400860465, -76.50547216541139 1.610186400860465, -76.50547216541139 1.582791191930233, -76.49177456094937 1.582791191930233, -76.49177456094937 1.596488796395349, -76.46437935202532 1.596488796395349, -76.46437935202532 1.582791191930233, -76.4506817475633 1.582791191930233, -76.4506817475633 1.610186400860465, -76.43698414310126 1.610186400860465, -76.43698414310126 1.623884005325581, -76.42328653863923 1.623884005325581, -76.42328653863923 1.637581609790698, -76.40958893417721 1.637581609790698, -76.40958893417721 1.66497681872093, -76.43698414310126 1.66497681872093))"
5,"POLYGON ((-76.49177456094937 1.596488796395349, -76.49177456094937 1.582791191930233, -76.46437935202532 1.582791191930233, -76.46437935202532 1.596488796395349, -76.49177456094937 1.596488796395349))"
5,"POLYGON ((-76.6150530011076 1.582791191930233, -76.6150530011076 1.569093587465116, -76.60135539664557 1.569093587465116, -76.60135539664557 1.582791191930233, -76.6150530011076 1.582791191930233))"
5,"POLYGON ((-76.58765779218353 1.569093587465116, -76.58765779218353 1.555395983, -76.57396018772151 1.555395983, -76.57396018772151 1.569093587465116, -76.58765779218353 1.569093587465116))"
4,"POLYGON ((-76.16303205386076 1.555395983, -76.16303205386076 1.528000774069768, -76.14933444939874 1.528000774069768, -76.14933444939874 1.555395983, -76.16303205386076 1.555395983))"
4,"POLYGON ((-76.69723862787974 1.541698378534884, -76.69723862787974 1.528000774069768, -76.6698434189557 1.528000774069768, -76.6698434189557 1.541698378534884, -76.69723862787974 1.541698378534884))"
5,"POLYGON ((-76.6150530011076 1.555395983, -76.6150530011076 1.541698378534884, -76.62875060556962 1.541698378534884, -76.62875060556962 1.528000774069768, -76.60135539664557 1.528000774069768, -76.60135539664557 1.555395983, -76.6150530011076 1.555395983))"
5,"POLYGON ((-76.51916976987341 1.637581609790698, -76.51916976987341 1.610186400860465, -76.53286737433544 1.610186400860465, -76.53286737433544 1.596488796395349, -76.51916976987341 1.596488796395349, -76.51916976987341 1.582791191930233, -76.53286737433544 1.582791191930233, -76.53286737433544 1.569093587465116, -76.56026258325949 1.569093587465116, -76.56026258325949 1.541698378534884, -76.57396018772151 1.541698378534884, -76.57396018772151 1.528000774069768, -76.54656497879746 1.528000774069768, -76.54656497879746 1.541698378534884, -76.50547216541139 1.541698378534884, -76.50547216541139 1.555395983, -76.49177456094937 1.555395983, -76.49177456094937 1.582791191930233, -76.50547216541139 1.582791191930233, -76.50547216541139 1.637581609790698, -76.51916976987341 1.637581609790698))"
6,"POLYGON ((-76.54656497879746 1.541698378534884, -76.54656497879746 1.528000774069768, -76.53286737433544 1.528000774069768, -76.53286737433544 1.541698378534884, -76.54656497879746 1.541698378534884))"
4,"POLYGON ((-76.75202904572784 1.555395983, -76.75202904572784 1.528000774069768, -76.72463383680379 1.528000774069768, -76.72463383680379 1.514303169604651, -76.71093623234177 1.514303169604651, -76.71093623234177 1.541698378534884, -76.69723862787974 1.541698378534884, -76.69723862787974 1.555395983, -76.75202904572784 1.555395983))"
3,"POLYGON ((-76.71093623234177 1.541698378534884, -76.71093623234177 1.514303169604651, -76.69723862787974 1.514303169604651, -76.69723862787974 1.541698378534884, -76.71093623234177 1.541698378534884))"
4,"POLYGON ((-76.6150530011076 1.637581609790698, -76.6150530011076 1.610186400860465, -76.62875060556962 1.610186400860465, -76.62875060556962 1.623884005325581, -76.65614581449367 1.623884005325581, -76.65614581449367 1.596488796395349, -76.6150530011076 1.596488796395349, -76.6150530011076 1.582791191930233, -76.62875060556962 1.582791191930233, -76.62875060556962 1.555395983, -76.64244821003165 1.555395983, -76.64244821003165 1.528000774069768, -76.6698434189557 1.528000774069768, -76.6698434189557 1.514303169604651, -76.62875060556962 1.514303169604651, -76.62875060556962 1.541698378534884, -76.6150530011076 1.541698378534884, -76.6150530011076 1.555395983, -76.58765779218353 1.555395983, -76.58765779218353 1.569093587465116, -76.57396018772151 1.569093587465116, -76.57396018772151 1.555395983, -76.56026258325949 1.555395983, -76.56026258325949 1.569093587465116, -76.53286737433544 1.569093587465116, -76.53286737433544 1.582791191930233, -76.51916976987341 1.582791191930233, -76.51916976987341 1.596488796395349, -76.54656497879746 1.596488796395349, -76.54656497879746 1.582791191930233, -76.58765779218353 1.582791191930233, -76.58765779218353 1.596488796395349, -76.57396018772151 1.596488796395349, -76.57396018772151 1.610186400860465, -76.60135539664557 1.610186400860465, -76.60135539664557 1.637581609790698, -76.6150530011076 1.637581609790698), (-76.6150530011076 1.582791191930233, -76.60135539664557 1.582791191930233, -76.60135539664557 1.569093587465116, -76.6150530011076 1.569093587465116, -76.6150530011076 1.582791191930233))"
4,"POLYGON ((-76.17672965832278 1.528000774069768, -76.17672965832278 1.514303169604651, -76.16303205386076 1.514303169604651, -76.16303205386076 1.528000774069768, -76.17672965832278 1.528000774069768))"
4,"POLYGON ((-76.71093623234177 1.514303169604651, -76.71093623234177 1.500605565139535, -76.69723862787974 1.500605565139535, -76.69723862787974 1.514303169604651, -76.71093623234177 1.514303169604651))"
6,"POLYGON ((-76.69723862787974 1.514303169604651, -76.69723862787974 1.500605565139535, -76.68354102341772 1.500605565139535, -76.68354102341772 1.514303169604651, -76.69723862787974 1.514303169604651))"
2,"POLYGON ((-76.76572665018988 1.788255258906977, -76.76572665018988 1.760860049976744, -76.7794242546519 1.760860049976744, -76.7794242546519 1.747162445511628, -76.79312185911392 1.747162445511628, -76.79312185911392 1.719767236581395, -76.80681946357595 1.719767236581395, -76.80681946357595 1.733464841046512, -76.82051706803797 1.733464841046512, -76.82051706803797 1.719767236581395, -76.8342146725 1.719767236581395, -76.8342146725 1.706069632116279, -76.87530748588607 1.706069632116279, -76.87530748588607 1.692372027651163, -76.86160988142404 1.692372027651163, -76.86160988142404 1.678674423186047, -76.88900509034809 1.678674423186047, -76.88900509034809 1.651279214255814, -76.87530748588607 1.651279214255814, -76.87530748588607 1.637581609790698, -76.84791227696202 1.637581609790698, -76.84791227696202 1.623884005325581, -76.8342146725 1.623884005325581, -76.8342146725 1.582791191930233, -76.84791227696202 1.582791191930233, -76.84791227696202 1.569093587465116, -76.86160988142404 1.569093587465116, -76.86160988142404 1.541698378534884, -76.84791227696202 1.541698378534884, -76.84791227696202 1.528000774069768, -76.86160988142404 1.528000774069768, -76.86160988142404 1.500605565139535, -76.82051706803797 1.500605565139535, -76.82051706803797 1.486907960674419, -76.80681946357595 1.486907960674419, -76.80681946357595 1.500605565139535, -76.76572665018988 1.500605565139535, -76.76572665018988 1.528000774069768, -76.79312185911392 1.528000774069768, -76.79312185911392 1.555395983, -76.82051706803797 1.555395983, -76.82051706803797 1.569093587465116, -76.76572665018988 1.569093587465116, -76.76572665018988 1.582791191930233, -76.7794242546519 1.582791191930233, -76.7794242546519 1.610186400860465, -76.76572665018988 1.610186400860465, -76.76572665018988 1.623884005325581, -76.7794242546519 1.623884005325581, -76.7794242546519 1.637581609790698, -76.79312185911392 1.637581609790698, -76.79312185911392 1.66497681872093, -76.76572665018988 1.66497681872093, -76.76572665018988 1.651279214255814, -76.75202904572784 1.651279214255814, -76.75202904572784 1.66497681872093, -76.73833144126581 1.66497681872093, -76.73833144126581 1.651279214255814, -76.72463383680379 1.651279214255814, -76.72463383680379 1.637581609790698, -76.71093623234177 1.637581609790698, -76.71093623234177 1.623884005325581, -76.73833144126581 1.623884005325581, -76.73833144126581 1.610186400860465, -76.71093623234177 1.610186400860465, -76.71093623234177 1.596488796395349, -76.72463383680379 1.596488796395349, -76.72463383680379 1.569093587465116, -76.71093623234177 1.569093587465116, -76.71093623234177 1.582791191930233, -76.69723862787974 1.582791191930233, -76.69723862787974 1.569093587465116, -76.68354102341772 1.569093587465116, -76.68354102341772 1.582791191930233, -76.6698434189557 1.582791191930233, -76.6698434189557 1.596488796395349, -76.69723862787974 1.596488796395349, -76.69723862787974 1.637581609790698, -76.6698434189557 1.637581609790698, -76.6698434189557 1.651279214255814, -76.62875060556962 1.651279214255814, -76.62875060556962 1.66497681872093, -76.68354102341772 1.66497681872093, -76.68354102341772 1.651279214255814, -76.69723862787974 1.651279214255814, -76.69723862787974 1.678674423186047, -76.68354102341772 1.678674423186047, -76.68354102341772 1.692372027651163, -76.69723862787974 1.692372027651163, -76.69723862787974 1.706069632116279, -76.6698434189557 1.706069632116279, -76.6698434189557 1.733464841046512, -76.69723862787974 1.733464841046512, -76.69723862787974 1.719767236581395, -76.72463383680379 1.719767236581395, -76.72463383680379 1.706069632116279, -76.73833144126581 1.706069632116279, -76.73833144126581 1.719767236581395, -76.75202904572784 1.719767236581395, -76.75202904572784 1.760860049976744, -76.73833144126581 1.760860049976744, -76.73833144126581 1.774557654441861, -76.75202904572784 1.774557654441861, -76.75202904572784 1.788255258906977, -76.76572665018988 1.788255258906977))"
5,"POLYGON ((-76.46437935202532 1.528000774069768, -76.46437935202532 1.486907960674419, -76.4506817475633 1.486907960674419, -76.4506817475633 1.528000774069768, -76.46437935202532 1.528000774069768))"
5,"POLYGON ((-76.39589132971518 1.514303169604651, -76.39589132971518 1.500605565139535, -76.38219372525316 1.500605565139535, -76.38219372525316 1.486907960674419, -76.36849612079114 1.486907960674419, -76.36849612079114 1.514303169604651, -76.39589132971518 1.514303169604651))"
2,"POLYGON ((-76.76572665018988 1.500605565139535, -76.76572665018988 1.486907960674419, -76.75202904572784 1.486907960674419, -76.75202904572784 1.500605565139535, -76.76572665018988 1.500605565139535))"
4,"POLYGON ((-76.69723862787974 1.500605565139535, -76.69723862787974 1.486907960674419, -76.68354102341772 1.486907960674419, -76.68354102341772 1.500605565139535, -76.69723862787974 1.500605565139535))"
6,"POLYGON ((-76.39589132971518 1.500605565139535, -76.39589132971518 1.486907960674419, -76.38219372525316 1.486907960674419, -76.38219372525316 1.500605565139535, -76.39589132971518 1.500605565139535))"
5,"POLYGON ((-76.69723862787974 1.528000774069768, -76.69723862787974 1.514303169604651, -76.68354102341772 1.514303169604651, -76.68354102341772 1.473210356209302, -76.65614581449367 1.473210356209302, -76.65614581449367 1.486907960674419, -76.6698434189557 1.486907960674419, -76.6698434189557 1.500605565139535, -76.65614581449367 1.500605565139535, -76.65614581449367 1.514303169604651, -76.6698434189557 1.514303169604651, -76.6698434189557 1.528000774069768, -76.69723862787974 1.528000774069768))"
5,"POLYGON ((-76.40958893417721 1.500605565139535, -76.40958893417721 1.473210356209302, -76.39589132971518 1.473210356209302, -76.39589132971518 1.500605565139535, -76.40958893417721 1.500605565139535))"
5,"POLYGON ((-76.54656497879746 1.528000774069768, -76.54656497879746 1.514303169604651, -76.57396018772151 1.514303169604651, -76.57396018772151 1.486907960674419, -76.60135539664557 1.486907960674419, -76.60135539664557 1.473210356209302, -76.56026258325949 1.473210356209302, -76.56026258325949 1.486907960674419, -76.54656497879746 1.486907960674419, -76.54656497879746 1.500605565139535, -76.53286737433544 1.500605565139535, -76.53286737433544 1.528000774069768, -76.54656497879746 1.528000774069768))"
5,"POLYGON ((-76.47807695648734 1.486907960674419, -76.47807695648734 1.473210356209302, -76.46437935202532 1.473210356209302, -76.46437935202532 1.486907960674419, -76.47807695648734 1.486907960674419))"
3,"POLYGON ((-76.21782247170886 1.623884005325581, -76.21782247170886 1.610186400860465, -76.2452176806329 1.610186400860465, -76.2452176806329 1.596488796395349, -76.23152007617088 1.596488796395349, -76.23152007617088 1.582791191930233, -76.25891528509493 1.582791191930233, -76.25891528509493 1.541698378534884, -76.28631049401898 1.541698378534884, -76.28631049401898 1.528000774069768, -76.30000809848102 1.528000774069768, -76.30000809848102 1.514303169604651, -76.31370570294304 1.514303169604651, -76.31370570294304 1.500605565139535, -76.32740330740506 1.500605565139535, -76.32740330740506 1.486907960674419, -76.34110091186709 1.486907960674419, -76.34110091186709 1.473210356209302, -76.30000809848102 1.473210356209302, -76.30000809848102 1.486907960674419, -76.27261288955695 1.486907960674419, -76.27261288955695 1.500605565139535, -76.2452176806329 1.500605565139535, -76.2452176806329 1.514303169604651, -76.21782247170886 1.514303169604651, -76.21782247170886 1.500605565139535, -76.20412486724683 1.500605565139535, -76.20412486724683 1.514303169604651, -76.17672965832278 1.514303169604651, -76.17672965832278 1.528000774069768, -76.16303205386076 1.528000774069768, -76.16303205386076 1.555395983, -76.14933444939874 1.555395983, -76.14933444939874 1.569093587465116, -76.16303205386076 1.569093587465116, -76.16303205386076 1.582791191930233, -76.17672965832278 1.582791191930233, -76.17672965832278 1.569093587465116, -76.20412486724683 1.569093587465116, -76.20412486724683 1.623884005325581, -76.21782247170886 1.623884005325581))"
5,"POLYGON ((-76.72463383680379 1.473210356209302, -76.72463383680379 1.459512751744186, -76.69723862787974 1.459512751744186, -76.69723862787974 1.473210356209302, -76.72463383680379 1.473210356209302))"
6,"POLYGON ((-76.6698434189557 1.473210356209302, -76.6698434189557 1.459512751744186, -76.65614581449367 1.459512751744186, -76.65614581449367 1.473210356209302, -76.6698434189557 1.473210356209302))"
4,"POLYGON ((-76.65614581449367 1.473210356209302, -76.65614581449367 1.459512751744186, -76.64244821003165 1.459512751744186, -76.64244821003165 1.473210356209302, -76.65614581449367 1.473210356209302))"
5,"POLYGON ((-76.6150530011076 1.473210356209302, -76.6150530011076 1.459512751744186, -76.60135539664557 1.459512751744186, -76.60135539664557 1.473210356209302, -76.6150530011076 1.473210356209302))"
5,"POLYGON ((-76.49177456094937 1.473210356209302, -76.49177456094937 1.459512751744186, -76.47807695648734 1.459512751744186, -76.47807695648734 1.473210356209302, -76.49177456094937 1.473210356209302))"
6,"POLYGON ((-76.46437935202532 1.486907960674419, -76.46437935202532 1.473210356209302, -76.47807695648734 1.473210356209302, -76.47807695648734 1.459512751744186, -76.4506817475633 1.459512751744186, -76.4506817475633 1.486907960674419, -76.46437935202532 1.486907960674419))"
5,"POLYGON ((-76.73833144126581 1.459512751744186, -76.73833144126581 1.44581514727907, -76.72463383680379 1.44581514727907, -76.72463383680379 1.459512751744186, -76.73833144126581 1.459512751744186))"
4,"POLYGON ((-76.69723862787974 1.473210356209302, -76.69723862787974 1.459512751744186, -76.72463383680379 1.459512751744186, -76.72463383680379 1.44581514727907, -76.68354102341772 1.44581514727907, -76.68354102341772 1.459512751744186, -76.6698434189557 1.459512751744186, -76.6698434189557 1.473210356209302, -76.69723862787974 1.473210356209302))"
5,"POLYGON ((-76.64244821003165 1.459512751744186, -76.64244821003165 1.44581514727907, -76.62875060556962 1.44581514727907, -76.62875060556962 1.459512751744186, -76.64244821003165 1.459512751744186))"
5,"POLYGON ((-76.58765779218353 1.459512751744186, -76.58765779218353 1.44581514727907, -76.57396018772151 1.44581514727907, -76.57396018772151 1.459512751744186, -76.58765779218353 1.459512751744186))"
5,"POLYGON ((-76.53286737433544 1.459512751744186, -76.53286737433544 1.44581514727907, -76.51916976987341 1.44581514727907, -76.51916976987341 1.459512751744186, -76.53286737433544 1.459512751744186))"
4,"POLYGON ((-76.73833144126581 1.44581514727907, -76.73833144126581 1.432117542813954, -76.72463383680379 1.432117542813954, -76.72463383680379 1.44581514727907, -76.73833144126581 1.44581514727907))"
5,"POLYGON ((-76.62875060556962 1.44581514727907, -76.62875060556962 1.432117542813954, -76.60135539664557 1.432117542813954, -76.60135539664557 1.44581514727907, -76.62875060556962 1.44581514727907))"
5,"POLYGON ((-76.56026258325949 1.44581514727907, -76.56026258325949 1.432117542813954, -76.53286737433544 1.432117542813954, -76.53286737433544 1.44581514727907, -76.56026258325949 1.44581514727907))"
5,"POLYGON ((-76.4506817475633 1.486907960674419, -76.4506817475633 1.459512751744186, -76.47807695648734 1.459512751744186, -76.47807695648734 1.44581514727907, -76.49177456094937 1.44581514727907, -76.49177456094937 1.432117542813954, -76.40958893417721 1.432117542813954, -76.40958893417721 1.44581514727907, -76.39589132971518 1.44581514727907, -76.39589132971518 1.459512751744186, -76.40958893417721 1.459512751744186, -76.40958893417721 1.473210356209302, -76.42328653863923 1.473210356209302, -76.42328653863923 1.486907960674419, -76.4506817475633 1.486907960674419))"
